-8136.387115	2462.174218
-8136.716493	2461.788644
-8137.035160	2461.389535
-8137.345489	2460.973764
-8137.643700	2460.546217
-8137.929633	2460.107665
-8138.208131	2459.649516
-8138.471541	2459.183047
-8138.722114	2458.704779
-8138.957693	2458.219128
-8139.183308	2457.717453
-8139.376662	2457.254355
-8139.559566	2456.782091
-8139.730358	2456.306421
-8139.891986	2455.822186
-8140.043904	2455.333117
-8140.188480	2454.832802
-8140.328012	2454.313146
-8140.456434	2453.796311
-8140.576435	2453.271903
-8140.688877	2452.734013
-8140.790741	2452.195504
-8140.884719	2451.641991
-8140.969897	2451.077305
-8141.036367	2450.581357
-8141.097018	2450.074608
-8141.151512	2449.562188
-8141.199916	2449.046889
-8141.243337	2448.521727
-8141.282240	2447.987426
-8141.317318	2447.446526
-8141.348732	2446.905381
-8141.377696	2446.350778
-8141.404200	2445.787204
-8141.428276	2445.214197
-8141.583486	2444.718508
-8141.602875	2444.217030
-8141.750940	2443.700005
-8141.767993	2443.187381
-8141.783924	2442.668760
-8141.921304	2442.130690
-8141.935278	2441.602144
-8142.069280	2441.044374
-8142.083621	2440.505965
-8142.096867	2439.963055
-8142.215124	2439.392087
-8142.224118	2438.836032
-8142.320042	2438.333305
-8142.325276	2437.766457
-8142.329842	2437.195721
-8142.415267	2436.684339
-8142.418819	2436.100445
-8142.421818	2435.504939
-8142.424216	2434.910271
-8142.425916	2434.311015
-8142.426744	2433.806595
-8142.427030	2433.292142
-8142.426835	2432.780085
-8142.426106	2432.266314
-8142.424804	2431.746014
-8142.422902	2431.216657
-8142.420427	2430.688363
-8142.417327	2430.151841
-8142.413667	2429.618951
-8142.409384	2429.080182
-8142.404469	2428.536288
-8142.398863	2427.982790
-8142.392698	2427.433220
-8142.385882	2426.879220
-8142.378440	2426.322289
-8142.370314	2425.753900
-8142.361631	2425.180138
-8142.352612	2424.613684
-8142.343173	2424.041904
-8142.333331	2423.465563
-8142.323001	2422.875829
-8142.312584	2422.291590
-8142.301963	2421.706097
-8142.290921	2421.107622
-8142.279750	2420.513778
-8142.268156	2419.914787
-8142.256133	2419.306015
-8142.243985	2418.700448
-8142.231537	2418.089449
-8142.218869	2417.476880
-8142.208377	2416.976352
-8142.195105	2416.351654
-8142.181692	2415.729444
-8142.168014	2415.103950
-8142.156921	2414.603031
-8142.145367	2414.087080
-8142.133675	2413.570788
-8142.122024	2413.061904
-8142.110207	2412.550008
-8142.098119	2412.027428
-8142.086134	2411.510226
-8142.073878	2410.982322
-8142.061743	2410.460646
-8142.049217	2409.926137
-8142.036758	2409.398316
-8142.024119	2408.867574
-8142.011065	2408.324577
-8141.997824	2407.779535
-8141.984605	2407.240944
-8141.970958	2406.690475
-8141.957351	2406.147124
-8142.011750	2405.548521
-8141.997347	2404.989884
-8141.983002	2404.438809
-8141.968214	2403.876115
-8142.008292	2403.255889
-8141.993051	2402.700538
-8141.977208	2402.128448
-8141.961480	2401.565630
-8141.945151	2400.986429
-8141.928664	2400.406775
-8141.912244	2399.834904
-8141.895546	2399.260985
-8141.925146	2398.760010
-8141.907743	2398.182038
-8141.889575	2397.587657
-8141.871067	2396.991204
-8141.890724	2396.485864
-8141.871549	2395.895989
-8141.851707	2395.296657
-8141.831634	2394.702267
-8141.839738	2394.172254
-8141.818066	2393.561680
-8141.796442	2392.961986
-8141.774043	2392.348556
-8141.771057	2391.819639
-8141.747870	2391.210248
-8141.723963	2390.589372
-8141.699647	2389.965363
-8141.675447	2389.351527
-8141.650427	2388.724164
-8141.625581	2388.108247
-8141.600186	2387.485715
-8141.574117	2386.853723
-8141.548147	2386.231058
-8141.521287	2385.594013
-8141.494546	2384.966641
-8141.466987	2384.326915
-8141.439439	2383.694160
-8141.411579	2383.060957
-8141.382745	2382.413458
-8141.353638	2381.766810
-8141.324633	2381.128132
-8141.295026	2380.479853
-8141.265590	2379.838820
-8141.235932	2379.196411
-8141.205625	2378.543491
-8141.174977	2377.886766
-8141.144593	2377.239173
-8141.113926	2376.588976
-8141.082680	2375.929992
-8141.051581	2375.277531
-8141.019715	2374.612467
-8140.988157	2373.957251
-8140.955829	2373.289505
-8140.923855	2372.632454
-8140.899285	2372.129809
-8140.866802	2371.468229
-8140.841781	2370.960880
-8140.816685	2370.453950
-8140.791409	2369.945329
-8140.758149	2369.279002
-8140.732597	2368.769296
-8140.699030	2368.102632
-8140.673590	2367.600297
-8140.647370	2367.085679
-8140.621186	2366.574544
-8140.594639	2366.059781
-8140.568462	2365.555583
-8140.541610	2365.041252
-8140.515083	2364.535219
-8140.487705	2364.014781
-8140.460279	2363.495317
-8140.433428	2362.988630
-8140.405588	2362.466307
-8140.378360	2361.958760
-8140.350002	2361.433474
-8140.321708	2360.912643
-8140.293752	2360.400370
-8140.264929	2359.874599
-8140.236458	2359.358393
-8140.207261	2358.831563
-8140.177801	2358.301788
-8140.148923	2357.784217
-8140.119155	2357.252482
-8140.089404	2356.722833
-8140.060016	2356.201403
-8140.029984	2355.670370
-8139.999462	2355.133625
-8139.969715	2354.613356
-8139.938993	2354.077839
-8139.908865	2353.554373
-8139.877747	2353.015461
-8139.846465	2352.475491
-8139.816026	2351.951752
-8139.784721	2351.414853
-8139.753154	2350.874459
-8139.722241	2350.345548
-8139.690288	2349.799139
-8139.659248	2349.268628
-8139.627278	2348.722503
-8139.595429	2348.178424
-8139.564206	2347.643970
-8139.532364	2347.097673
-8139.501255	2346.561697
-8139.469556	2346.012830
-8139.437884	2345.460546
-8139.407119	2344.919190
-8139.376069	2344.366743
-8139.345256	2343.811921
-8139.314857	2343.258324
-8139.285416	2342.716058
-8139.255547	2342.159849
-8139.226741	2341.617444
-8139.197537	2341.061387
-8139.169177	2340.514404
-8139.140513	2339.953481
-8139.112407	2339.395224
-8139.084516	2338.831887
-8139.057841	2338.283046
-8139.031143	2337.723388
-8139.005409	2337.173547
-8138.979389	2336.606676
-8138.954059	2336.043637
-8138.929674	2335.490479
-8138.905208	2334.924502
-8138.881224	2334.358854
-8138.858150	2333.804906
-8138.834865	2333.235835
-8138.812579	2332.682670
-8138.789934	2332.112291
-8138.767680	2331.544321
-8138.746066	2330.986564
-8138.724127	2330.415836
-8138.702331	2329.844605
-8138.680544	2329.270542
-8138.659337	2328.709926
-8138.637748	2328.137312
-8138.616496	2327.571129
-8138.595082	2326.997927
-8138.573660	2326.421389
-8138.552843	2325.858695
-8138.531535	2325.280813
-8138.510467	2324.707465
-8138.489804	2324.143221
-8138.468759	2323.566615
-8138.448160	2323.000273
-8138.427272	2322.424020
-8138.406399	2321.846199
-8138.385691	2321.270347
-8138.365592	2320.707316
-8138.345181	2320.132601
-8138.325331	2319.571298
-8138.305133	2318.998126
-8138.284900	2318.421927
-8138.265222	2317.860777
-8138.244983	2317.283394
-8138.225252	2316.720862
-8138.205018	2316.144669
-8138.184865	2315.573257
-8138.164474	2314.998188
-8138.144669	2314.442571
-8138.124136	2313.869502
-8138.104004	2313.310564
-8138.083250	2312.737312
-8138.062853	2312.176802
-8138.041941	2311.605100
-8138.021021	2311.036076
-8138.000397	2310.477969
-8137.979162	2309.906174
-8137.957816	2309.334331
-8137.936904	2308.776904
-8137.915388	2308.206184
-8137.894231	2307.647755
-8137.872404	2307.074466
-8137.850739	2306.508259
-8137.828840	2305.938726
-8137.807365	2305.382914
-8137.785273	2304.813887
-8137.763532	2304.256579
-8137.741278	2303.688859
-8137.718937	2303.121633
-8137.696915	2302.565134
-8137.674444	2301.999962
-8137.651721	2301.431147
-8137.629415	2300.875380
-8137.606586	2300.309193
-8137.584021	2299.752144
-8137.561049	2299.187635
-8137.538399	2298.633591
-8137.515126	2298.066883
-8137.491798	2297.501449
-8137.468270	2296.933740
-8137.445223	2296.380157
-8137.421721	2295.818052
-8137.398534	2295.265363
-8137.374718	2294.700186
-8137.351480	2294.150706
-8137.327539	2293.585623
-8137.303615	2293.022290
-8137.279730	2292.460300
-8137.256275	2291.908805
-8137.232205	2291.343280
-8137.208222	2290.780212
-8137.184761	2290.229816
-8137.160848	2289.669201
-8137.137252	2289.116429
-8137.113287	2288.555435
-8137.089190	2287.991748
-8137.065080	2287.427705
-8137.041549	2286.876725
-8137.017556	2286.314874
-8136.994124	2285.764653
-8136.970232	2285.202325
-8136.947151	2284.657723
-8136.923464	2284.095718
-8136.899987	2283.536546
-8136.876430	2282.973810
-8136.853512	2282.424677
-8136.830126	2281.862659
-8136.807408	2281.315056
-8136.784384	2280.758418
-8136.761864	2280.212305
-8136.738839	2279.652379
-8136.715790	2279.090772
-8136.692950	2278.532505
-8136.670671	2277.986306
-8136.648135	2277.432130
-8136.626093	2276.888422
-8136.603571	2276.331163
-8136.581119	2275.773911
-8136.559320	2275.231163
-8136.536875	2274.670635
-8136.514667	2274.115219
-8136.492876	2273.569004
-8136.470828	2273.015120
-8136.449182	2272.471548
-8136.427065	2271.915968
-8136.405370	2271.370350
-8136.383242	2270.812115
-8136.361309	2270.257007
-8136.339399	2269.700736
-8136.317452	2269.142713
-8136.295732	2268.589165
-8136.273913	2268.031334
-8136.251676	2267.460951
-8136.230006	2266.903256
-8136.207941	2266.334716
-8136.186438	2265.781112
-8136.163819	2265.199283
-8136.141754	2264.632153
-8136.119740	2264.067343
-8136.097634	2263.501669
-8136.076053	2262.949866
-8136.053978	2262.385914
-8136.031966	2261.824025
-8136.009946	2261.262402
-8135.988505	2260.716009
-8135.966524	2260.156279
-8135.944726	2259.601678
-8135.504960	2259.145094
-8135.483046	2258.592337
-8135.460643	2258.027700
-8135.439375	2257.492126
-8135.417526	2256.942334
-8135.068306	2256.496500
-8135.046280	2255.953257
-8135.024081	2255.406764
-8135.002361	2254.873662
-8134.980259	2254.332676
-8134.958511	2253.801208
-8134.936207	2253.258580
-8134.913912	2252.718583
-8134.891774	2252.183299
-8134.869925	2251.655529
-8134.847755	2251.121535
-8134.566005	2250.684908
-8134.543618	2250.154770
-8134.521105	2249.622737
-8134.499159	2249.105060
-8134.476735	2248.576504
-8134.245602	2248.127582
-8134.223014	2247.600953
-8134.200474	2247.076057
-8134.178332	2246.562290
-8134.155824	2246.041394
-8134.133748	2245.530847
-8133.937986	2244.914732
-8133.915142	2244.399669
-8133.892621	2243.894075
-8133.869602	2243.379109
-8133.846626	2242.865604
-8133.823741	2242.354471
-8133.800853	2241.843668
-8133.778115	2241.336563
-8133.748413	2240.675395
-8133.725667	2240.170481
-8133.558394	2239.578697
-8133.535385	2239.074637
-8133.512437	2238.574023
-8133.489361	2238.072765
-8133.348449	2237.465605
-8133.325244	2236.965554
-8133.294558	2236.307484
-8133.263915	2235.653957
-8133.233192	2235.002292
-8133.202891	2234.363043
-8133.172103	2233.717000
-8133.140515	2233.057747
-8133.109713	2232.418397
-8133.078671	2231.777477
-8133.047734	2231.142102
-8133.016741	2230.508926
-8132.986112	2229.886345
-8132.868576	2229.317251
-8132.837537	2228.688162
-8132.806262	2228.054849
-8132.775403	2227.430091
-8132.745381	2226.822465
-8132.715109	2226.208419
-8132.684751	2225.590557
-8132.654846	2224.981617
-8132.556183	2224.437484
-8132.526308	2223.830546
-8132.496526	2223.224864
-8132.466759	2222.619907
-8132.437461	2222.025024
-8132.408676	2221.441058
-8132.379440	2220.848446
-8132.297495	2220.297356
-8132.268148	2219.708833
-8132.238787	2219.123048
-8132.209378	2218.539330
-8132.179937	2217.957936
-8132.150625	2217.382006
-8132.121703	2216.816597
-8132.092592	2216.250302
-8132.063345	2215.684185
-8132.033688	2215.112677
-8132.004409	2214.550374
-8131.974993	2213.988232
-8131.945351	2213.424531
-8131.916004	2212.869164
-8131.886723	2212.317740
-8131.857791	2211.775498
-8131.828470	2211.228573
-8131.798599	2210.674072
-8131.769161	2210.130244
-8131.739780	2209.590042
-8131.710869	2209.060963
-8131.681533	2208.526001
-8131.652275	2207.992958
-8131.623131	2207.462391
-8131.594001	2206.932505
-8131.565134	2206.407809
-8131.536269	2205.883314
-8131.507731	2205.363842
-8131.479503	2204.849037
-8131.451789	2204.343925
-8131.423749	2203.832727
-8131.395729	2203.320359
-8131.367853	2202.810003
-8131.339718	2202.295321
-8131.312101	2201.790516
-8131.278306	2201.173332
-8131.243758	2200.543000
-8131.210320	2199.933518
-8131.176080	2199.309947
-8131.142458	2198.697710
-8131.109038	2198.089728
-8131.075705	2197.483910
-8131.042710	2196.884835
-8131.009770	2196.287159
-8130.977010	2195.692673
-8130.944124	2195.094095
-8130.912407	2194.514459
-8130.880577	2193.929991
-8130.849131	2193.348866
-8130.818191	2192.771982
-8130.787301	2192.190997
-8130.757117	2191.620298
-8130.727300	2191.053578
-8130.697898	2190.490643
-8130.668832	2189.931687
-8130.639956	2189.375540
-8130.611522	2188.824907
-8130.583024	2188.268120
-8130.555761	2187.732724
-8130.528231	2187.189805
-8130.501150	2186.653523
-8130.474206	2186.119628
-8130.446955	2185.579691
-8130.420526	2185.054536
-8130.394226	2184.532272
-8130.368092	2184.013871
-8130.342137	2183.499561
-8130.316298	2182.988250
-8130.290523	2182.480468
-8130.264405	2181.969190
-8130.233978	2181.377636
-8130.203314	2180.785850
-8130.172690	2180.199197
-8130.141775	2179.611329
-8130.110895	2179.028419
-8130.080619	2178.461056
-8130.050195	2177.896617
-8130.019692	2177.337523
-8129.988717	2176.777031
-8129.957763	2176.224090
-8129.927435	2175.689049
-8129.896274	2175.146524
-8129.865363	2174.617762
